Date,City,ID,X,Y,1cm,100cm
5/19/2022,浪江町,2864,28,64,0.46,0.58
5/19/2022,浪江町,3164,31,64,0.32,0.35
5/19/2022,浪江町,3364,33,64,0.27,0.26
6/4/2022,浪江町,1965,19,65,5.78,3.45
5/19/2022,浪江町,3165,31,65,0.24,0.28
5/19/2022,浪江町,3265,32,65,0.31,0.35
6/4/2022,浪江町,1966,19,66,2.25,2.75
11/6/2022,浪江町,0259,02,59,0.07,0.07
7/31/2022,小高区,1436,14,36,0.25,0.14
7/17/2022,小高区,1836,18,36,0.16,0.2
7/17/2022,小高区,1936,19,36,0.13,0.2
7/31/2022,小高区,1437,14,37,0.11,0.11
7/17/2022,小高区,1937,19,37,0.16,0.21
7/31/2022,小高区,1238,12,38,0.1,0.1
7/18/2022,小高区,2238,22,38,0.22,0.19
11/15/2022,小高区,0439,04,39,0.04,0.07
10/8/2022,小高区,0639,06,39,0.07,0.07
7/31/2022,小高区,1139,11,39,0.07,0.07
10/8/2022,小高区,0640,06,40,0.06,0.08
10/8/2022,小高区,0641,06,41,0.09,0.1
7/18/2022,小高区,1641,16,41,0.15,0.24
7/18/2022,小高区,1741,17,41,0.15,0.16
7/18/2022,小高区,1841,18,41,0.13,0.14
7/18/2022,小高区,1941,19,41,0.15,0.19
7/18/2022,小高区,2041,20,41,0.15,0.15
8/16/2022,小高区,2041,20,41,0.1,0.11
7/18/2022,小高区,2141,21,41,0.14,0.16
7/18/2022,小高区,2241,22,41,0.2,0.23
7/18/2022,小高区,2341,23,41,0.13,0.12
7/18/2022,小高区,2441,24,41,0.45,0.62
11/15/2022,小高区,0442,04,42,0.06,0.06
7/18/2022,小高区,1642,16,42,0.12,0.09
7/18/2022,小高区,1742,17,42,0.15,0.15
7/18/2022,小高区,1842,18,42,0.25,0.26
7/18/2022,小高区,1942,19,42,0.17,0.22
7/18/2022,小高区,2042,20,42,0.38,0.31
7/18/2022,小高区,2142,21,42,0.51,0.42
7/18/2022,小高区,2242,22,42,0.16,0.22
7/18/2022,小高区,2342,23,42,0.2,0.17
7/18/2022,小高区,1643,16,43,0.12,0.15
7/18/2022,小高区,1743,17,43,0.15,0.17
7/18/2022,小高区,1843,18,43,0.18,0.19
7/18/2022,小高区,2143,21,43,0.42,0.36
7/18/2022,小高区,2243,22,43,0.24,0.25
7/18/2022,小高区,2343,23,43,0.15,0.16
7/18/2022,小高区,1644,16,44,0.12,0.16
7/18/2022,小高区,1744,17,44,0.11,0.12
7/18/2022,小高区,1844,18,44,0.13,0.17
7/18/2022,小高区,2144,21,44,0.18,0.17
7/18/2022,小高区,2244,22,44,0.22,0.19
7/18/2022,小高区,2344,23,44,0.25,0.26
7/18/2022,小高区,2444,24,44,0.29,0.36
10/31/2022,小高区,1245,12,45,0.07,0.06
7/18/2022,小高区,1645,16,45,0.19,0.18
7/18/2022,小高区,1745,17,45,0.17,0.18
7/18/2022,小高区,1845,18,45,0.24,0.19
7/18/2022,小高区,1945,19,45,0.17,0.2
7/18/2022,小高区,2045,20,45,0.14,0.17
7/18/2022,小高区,2145,21,45,0.15,0.19
7/18/2022,小高区,2245,22,45,0.2,0.25
11/15/2022,小高区,0646,06,46,0.07,0.05
10/31/2022,小高区,1046,10,46,0.08,0.09
10/31/2022,小高区,1546,15,46,0.12,0.12
7/17/2022,小高区,1646,16,46,0.08,0.11
7/17/2022,小高区,1746,17,46,0.18,0.29
7/17/2022,小高区,1846,18,46,0.16,0.2
7/17/2022,小高区,1946,19,46,0.16,0.16
7/17/2022,小高区,2046,20,46,0.13,0.2
7/17/2022,小高区,2146,21,46,0.19,0.24
7/17/2022,小高区,2246,22,46,0.16,0.28
11/15/2022,小高区,0947,09,47,0.08,0.08
10/31/2022,小高区,1047,10,47,0.07,0.08
10/31/2022,小高区,1447,14,47,0.11,0.13
7/18/2022,小高区,1647,16,47,0.09,0.09
7/17/2022,小高区,1747,17,47,0.25,0.41
7/17/2022,小高区,1847,18,47,0.15,0.15
7/17/2022,小高区,1947,19,47,0.16,0.21
7/17/2022,小高区,2047,20,47,0.12,0.15
7/17/2022,小高区,2147,21,47,0.12,0.16
7/17/2022,小高区,2247,22,47,0.3,0.31
11/15/2022,小高区,0948,09,48,0.07,0.07
10/31/2022,小高区,1048,10,48,0.07,0.08
7/18/2022,小高区,1648,16,48,0.12,0.15
7/17/2022,小高区,1748,17,48,0.12,0.17
7/17/2022,小高区,1848,18,48,0.15,0.19
7/17/2022,小高区,1948,19,48,0.14,0.19
7/17/2022,小高区,2048,20,48,0.19,0.24
7/17/2022,小高区,2148,21,48,0.25,0.31
7/17/2022,小高区,2248,22,48,0.22,0.23
7/17/2022,小高区,2348,23,48,0.42,0.41
11/15/2022,小高区,0949,09,49,0.08,0.11
7/17/2022,小高区,1649,16,49,0.09,0.11
7/17/2022,小高区,1749,17,49,0.21,0.31
7/17/2022,小高区,1849,18,49,0.33,0.4
7/17/2022,小高区,1949,19,49,0.16,0.26
7/17/2022,小高区,2049,20,49,0.26,0.53
11/15/2022,小高区,0650,06,50,0.1,0.06
7/31/2022,小高区,1150,11,50,0.12,0.16
7/17/2022,小高区,1650,16,50,0.09,0.11
7/17/2022,小高区,1750,17,50,0.09,0.14
7/31/2022,小高区,1351,13,51,0.09,0.1
10/8/2022,小高区,0853,08,53,0.1,0.09
8/16/2022,小高区,2036,20,36,0.11,0.14
8/16/2022,小高区,2136,21,36,0.1,0.1
8/16/2022,小高区,1637,16,37,0.09,0.07
8/16/2022,小高区,1737,17,37,0.12,0.13
8/16/2022,小高区,1837,18,37,0.09,0.12
8/16/2022,小高区,1937,19,37,0.11,0.1
8/16/2022,小高区,2037,20,37,0.1,0.11
8/16/2022,小高区,2137,21,37,0.12,0.21
8/16/2022,小高区,2237,22,37,0.14,0.19
8/16/2022,小高区,2437,24,37,0.19,0.27
10/31/2022,小高区,1338,13,38,0.07,0.08
10/31/2022,小高区,1438,14,38,0.08,0.08
10/31/2022,小高区,1538,15,38,0.09,0.14
8/16/2022,小高区,1638,16,38,0.13,0.1
8/16/2022,小高区,1738,17,38,0.07,0.1
8/16/2022,小高区,1838,18,38,0.07,0.08
8/16/2022,小高区,1938,19,38,0.08,0.08
8/16/2022,小高区,2038,20,38,0.11,0.18
8/16/2022,小高区,2138,21,38,0.11,0.12
8/16/2022,小高区,2338,23,38,0.16,0.17
8/16/2022,小高区,2438,24,38,0.21,0.24
11/15/2022,小高区,0539,05,39,0.03,0.05
11/15/2022,小高区,0739,07,39,0.06,0.08
11/15/2022,小高区,0839,08,39,0.09,0.08
11/15/2022,小高区,0939,09,39,0.09,0.07
10/31/2022,小高区,1039,10,39,0.1,0.11
10/31/2022,小高区,1239,12,39,0.11,0.13
10/31/2022,小高区,1339,13,39,0.08,0.08
10/31/2022,小高区,1439,14,39,0.06,0.09
10/31/2022,小高区,1539,15,39,0.07,0.11
8/16/2022,小高区,1739,17,39,0.11,0.13
8/16/2022,小高区,1839,18,39,0.13,0.16
8/16/2022,小高区,1939,19,39,0.15,0.17
8/16/2022,小高区,2039,20,39,0.12,0.25
8/16/2022,小高区,2139,21,39,0.14,0.17
8/16/2022,小高区,2239,22,39,0.11,0.14
8/16/2022,小高区,2339,23,39,0.24,0.28
11/15/2022,小高区,0540,05,40,0.09,0.07
11/15/2022,小高区,0740,07,40,0.07,0.08
11/15/2022,小高区,0840,08,40,0.08,0.08
11/15/2022,小高区,0940,09,40,0.07,0.08
10/31/2022,小高区,1040,10,40,0.08,0.08
10/31/2022,小高区,1140,11,40,0.07,0.08
10/31/2022,小高区,1240,12,40,0.07,0.12
10/31/2022,小高区,1340,13,40,0.09,0.07
10/31/2022,小高区,1440,14,40,0.07,0.09
10/31/2022,小高区,1540,15,40,0.11,0.14
8/16/2022,小高区,1740,17,40,0.13,0.16
8/16/2022,小高区,1840,18,40,0.15,0.14
8/16/2022,小高区,1940,19,40,0.12,0.13
8/16/2022,小高区,2040,20,40,0.12,0.14
8/16/2022,小高区,2140,21,40,0.11,0.13
8/16/2022,小高区,2240,22,40,0.11,0.21
8/16/2022,小高区,2340,23,40,0.14,0.2
11/15/2022,小高区,0541,05,41,0.09,0.07
11/15/2022,小高区,0741,07,41,0.05,0.06
11/15/2022,小高区,0841,08,41,0.08,0.06
11/15/2022,小高区,0941,09,41,0.08,0.08
10/31/2022,小高区,1041,10,41,0.07,0.07
10/31/2022,小高区,1141,11,41,0.07,0.07
10/31/2022,小高区,1241,12,41,0.07,0.07
10/31/2022,小高区,1341,13,41,0.08,0.09
10/31/2022,小高区,1441,14,41,0.07,0.07
10/31/2022,小高区,1541,15,41,0.06,0.09
11/15/2022,小高区,0542,05,42,0.07,0.06
11/15/2022,小高区,0842,08,42,0.07,0.07
11/15/2022,小高区,0942,09,42,0.07,0.07
10/31/2022,小高区,1042,10,42,0.08,0.09
10/31/2022,小高区,1142,11,42,0.07,0.07
10/31/2022,小高区,1242,12,42,0.07,0.07
10/31/2022,小高区,1342,13,42,0.08,0.1
10/31/2022,小高区,1442,14,42,0.11,0.13
10/31/2022,小高区,1542,15,42,0.1,0.11
11/15/2022,小高区,0443,04,43,0.07,0.04
11/15/2022,小高区,0543,05,43,0.06,0.07
11/15/2022,小高区,0743,07,43,0.11,0.08
11/15/2022,小高区,0843,08,43,0.07,0.09
11/15/2022,小高区,0943,09,43,0.08,0.11
10/31/2022,小高区,1043,10,43,0.07,0.08
10/31/2022,小高区,1143,11,43,0.09,0.09
10/31/2022,小高区,1243,12,43,0.07,0.06
10/31/2022,小高区,1343,13,43,0.11,0.11
10/31/2022,小高区,1443,14,43,0.1,0.11
10/31/2022,小高区,1543,15,43,0.09,0.07
11/15/2022,小高区,0444,04,44,0.09,0.06
11/15/2022,小高区,0644,06,44,0.07,0.07
11/15/2022,小高区,0744,07,44,0.09,0.1
11/15/2022,小高区,0844,08,44,0.12,0.12
11/15/2022,小高区,0944,09,44,0.09,0.11
10/31/2022,小高区,1044,10,44,0.07,0.08
10/31/2022,小高区,1144,11,44,0.08,0.08
10/31/2022,小高区,1244,12,44,0.06,0.1
10/31/2022,小高区,1344,13,44,0.07,0.1
10/31/2022,小高区,1444,14,44,0.09,0.11
10/31/2022,小高区,1544,15,44,0.12,0.12
11/15/2022,小高区,0445,04,45,0.07,0.07
11/15/2022,小高区,0545,05,45,0.09,0.08
11/15/2022,小高区,0645,06,45,0.1,0.06
11/15/2022,小高区,0745,07,45,0.07,0.11
11/15/2022,小高区,0845,08,45,0.09,0.07
11/15/2022,小高区,0945,09,45,0.09,0.07
7/31/2022,小高区,1045,10,45,0.09,0.09
7/31/2022,小高区,1145,11,45,0.07,0.07
7/31/2022,小高区,1345,13,45,0.09,0.1
7/31/2022,小高区,1445,14,45,0.1,0.14
7/31/2022,小高区,1545,15,45,0.14,0.2
10/8/2022,小高区,0446,04,46,0.05,0.06
10/8/2022,小高区,0746,07,46,0.07,0.08
10/8/2022,小高区,0846,08,46,0.07,0.06
10/8/2022,小高区,0946,09,46,0.11,0.15
7/31/2022,小高区,1146,11,46,0.08,0.09
7/31/2022,小高区,1246,12,46,0.11,0.11
7/31/2022,小高区,1346,13,46,0.11,0.1
7/31/2022,小高区,1446,14,46,0.25,0.14
10/8/2022,小高区,0447,04,47,0.08,0.09
10/8/2022,小高区,0547,05,47,0.07,0.09
10/8/2022,小高区,0747,07,47,0.07,0.07
10/8/2022,小高区,0847,08,47,0.1,0.09
7/31/2022,小高区,1147,11,47,0.12,0.16
7/31/2022,小高区,1247,12,47,0.08,0.1
10/8/2022,小高区,0448,04,48,0.1,0.12
10/8/2022,小高区,0748,07,48,0.05,0.05
7/31/2022,小高区,1148,11,48,0.12,0.11
7/31/2022,小高区,1248,12,48,0.09,0.08
10/8/2022,小高区,0349,03,49,0.09,0.06
10/8/2022,小高区,0449,04,49,0.05,0.04
10/8/2022,小高区,0549,05,49,0.05,0.07
10/8/2022,小高区,0649,06,49,0.07,0.07
10/8/2022,小高区,0749,07,49,0.08,0.06
10/8/2022,小高区,0849,08,49,0.1,0.07
7/31/2022,小高区,1049,10,49,0.09,0.1
7/31/2022,小高区,1149,11,49,0.07,0.09
7/31/2022,小高区,1249,12,49,0.1,0.1
7/31/2022,小高区,1349,13,49,0.1,0.09
7/31/2022,小高区,1449,14,49,0.11,0.11
7/31/2022,小高区,1549,15,49,0.15,0.2
10/8/2022,小高区,0350,03,50,0.06,0.07
10/8/2022,小高区,0450,04,50,0.07,0.04
10/8/2022,小高区,0550,05,50,0.08,0.09
10/8/2022,小高区,0750,07,50,0.09,0.1
10/8/2022,小高区,0850,08,50,0.07,0.08
10/8/2022,小高区,0950,09,50,0.07,0.1
7/31/2022,小高区,1050,10,50,0.08,0.09
7/31/2022,小高区,1250,12,50,0.15,0.12
7/31/2022,小高区,1350,13,50,0.15,0.15
7/31/2022,小高区,1450,14,50,0.09,0.12
7/31/2022,小高区,1550,15,50,0.1,0.1
10/8/2022,小高区,0351,03,51,0.07,0.06
10/8/2022,小高区,0451,04,51,0.09,0.1
10/8/2022,小高区,0551,05,51,0.09,0.11
10/8/2022,小高区,0651,06,51,0.06,0.08
10/8/2022,小高区,0751,07,51,0.11,0.11
10/8/2022,小高区,0851,08,51,0.09,0.08
10/8/2022,小高区,0951,09,51,0.08,0.1
7/31/2022,小高区,1051,10,51,0.11,0.1
7/31/2022,小高区,1151,11,51,0.07,0.07
7/31/2022,小高区,1251,12,51,0.26,0.22
10/8/2022,小高区,0352,03,52,0.06,0.09
10/8/2022,小高区,0452,04,52,0.07,0.08
10/8/2022,小高区,0552,05,52,0.11,0.13
10/8/2022,小高区,0652,06,52,0.09,0.1
10/8/2022,小高区,0752,07,52,0.1,0.1
10/8/2022,小高区,0852,08,52,0.12,0.1
10/8/2022,小高区,0952,09,52,0.05,0.08
7/31/2022,小高区,1052,10,52,0.09,0.1
7/31/2022,小高区,1152,11,52,0.17,0.14
7/31/2022,小高区,1252,12,52,0.14,0.12
10/8/2022,小高区,0953,09,53,0.09,0.1
7/31/2022,小高区,1053,10,53,0.1,0.1
11/25/2022,大熊町,0872,08,72,0.28,0.49
11/25/2022,大熊町,0873,08,73,0.61,0.93
11/12/2022,大熊町,2873,28,73,0.28,0.26
11/25/2022,大熊町,0774,07,74,2.43,2.75
11/25/2022,大熊町,0874,08,74,2.64,4.05
11/10/2022,大熊町,1774,17,74,1.53,0.7
11/10/2022,大熊町,1874,18,74,0.68,0.71
11/10/2022,大熊町,1974,19,74,0.36,0.38
11/10/2022,大熊町,2174,21,74,0.25,0.24
11/10/2022,大熊町,2374,23,74,0.29,0.35
11/12/2022,大熊町,2574,25,74,0.17,0.17
11/12/2022,大熊町,2674,26,74,0.27,0.3
11/12/2022,大熊町,2774,27,74,0.34,0.38
11/12/2022,大熊町,2974,29,74,0.36,0.41
11/12/2022,大熊町,3174,31,74,0.35,0.35
7/2/2022,大熊町,0975,09,75,1.83,2.5
7/2/2022,大熊町,1175,11,75,0.75,1.23
7/2/2022,大熊町,1275,12,75,1.66,1.35
7/2/2022,大熊町,1375,13,75,0.73,0.7
11/10/2022,大熊町,1575,15,75,0.36,0.45
11/10/2022,大熊町,1675,16,75,0.68,0.94
11/10/2022,大熊町,1775,17,75,0.5,0.72
11/10/2022,大熊町,1875,18,75,0.25,0.34
11/10/2022,大熊町,2075,20,75,0.24,0.4
10/22/2022,大熊町,2275,22,75,0.19,0.19
11/10/2022,大熊町,2475,24,75,0.24,0.25
11/12/2022,大熊町,2975,29,75,0.38,0.36
11/12/2022,大熊町,3075,30,75,0.3,0.39
11/12/2022,大熊町,3275,32,75,0.3,0.3
7/2/2022,大熊町,1076,10,76,0.45,0.54
7/2/2022,大熊町,1176,11,76,1.05,1.2
7/2/2022,大熊町,1276,12,76,0.48,0.51
7/2/2022,大熊町,1376,13,76,0.61,0.7
7/2/2022,大熊町,1476,14,76,0.7,0.98
11/10/2022,大熊町,1576,15,76,0.43,0.58
11/10/2022,大熊町,1676,16,76,0.56,0.68
11/10/2022,大熊町,1776,17,76,0.35,0.42
11/12/2022,大熊町,3276,32,76,0.22,0.23
11/12/2022,大熊町,3476,34,76,0.19,0.19
7/2/2022,大熊町,0977,09,77,0.55,1.13
7/2/2022,大熊町,1077,10,77,0.29,0.44
7/2/2022,大熊町,1177,11,77,0.86,0.79
7/2/2022,大熊町,1277,12,77,0.42,0.5
7/2/2022,大熊町,1377,13,77,0.3,0.22
7/2/2022,大熊町,1477,14,77,0.33,0.26
11/10/2022,大熊町,1577,15,77,0.36,0.42
11/10/2022,大熊町,1677,16,77,0.42,0.63
11/12/2022,大熊町,3277,32,77,0.15,0.15
11/12/2022,大熊町,3377,33,77,0.15,0.16
7/2/2022,大熊町,0978,09,78,0.45,0.39
7/2/2022,大熊町,1178,11,78,0.25,2.29
7/2/2022,大熊町,1278,12,78,0.28,0.46
7/2/2022,大熊町,1478,14,78,0.22,0.2
11/10/2022,大熊町,1578,15,78,0.26,0.4
11/10/2022,大熊町,1678,16,78,0.8,0.23
11/12/2022,大熊町,3178,31,78,0.28,0.27
11/12/2022,大熊町,3278,32,78,0.17,0.14
7/2/2022,大熊町,1179,11,79,0.32,0.51
7/2/2022,大熊町,1279,12,79,0.36,0.55
7/2/2022,大熊町,1479,14,79,0.21,0.23
11/10/2022,大熊町,1579,15,79,0.24,0.28
11/10/2022,大熊町,1679,16,79,0.15,0.18
11/12/2022,大熊町,3179,31,79,0.17,0.16
11/12/2022,大熊町,1380,13,80,0.48,0.65
11/12/2022,大熊町,1480,14,80,0.27,0.29
11/12/2022,大熊町,1580,15,80,0.23,0.28
11/12/2022,大熊町,1680,16,80,0.47,0.44
11/10/2022,大熊町,1780,17,80,0.2,0.3
11/12/2022,大熊町,3280,32,80,0.12,0.15
11/12/2022,大熊町,1381,13,81,0.92,0.58
11/12/2022,大熊町,1481,14,81,0.22,0.23
11/12/2022,大熊町,1581,15,81,0.24,0.33
11/12/2022,大熊町,1681,16,81,0.34,0.18
11/10/2022,大熊町,1781,17,81,0.14,0.15
11/10/2022,大熊町,1881,18,81,0.22,0.26
11/10/2022,大熊町,1981,19,81,0.26,0.29
11/12/2022,大熊町,3281,32,81,0.12,0.13
11/12/2022,大熊町,1482,14,82,0.43,0.88
9/18/2022,双葉町,0861,08,61,0.28,0.48
9/18/2022,双葉町,0662,06,62,0.28,0.22
9/18/2022,双葉町,0762,07,62,0.38,0.47
9/18/2022,双葉町,0862,08,62,0.89,0.48
9/18/2022,双葉町,0263,02,63,0.07,0.07
9/18/2022,双葉町,0463,04,63,0.12,0.13
9/18/2022,双葉町,0563,05,63,0.14,0.09
9/18/2022,双葉町,0663,06,63,0.11,0.15
9/18/2022,双葉町,0763,07,63,0.2,0.3
5/29/2022,双葉町,0863,08,63,0.61,0.51
8/11/2022,双葉町,0364,03,64,0.12,0.1
9/18/2022,双葉町,0464,04,64,0.14,0.13
9/18/2022,双葉町,0564,05,64,0.14,0.13
9/18/2022,双葉町,0664,06,64,0.33,0.32
9/18/2022,双葉町,0764,07,64,0.88,1.24
9/16/2022,双葉町,1064,10,64,0.14,0.2
9/16/2022,双葉町,1464,14,64,0.33,0.45
9/15/2022,双葉町,1564,15,64,1.1,0.75
9/15/2022,双葉町,1664,16,64,0.89,1.27
9/18/2022,双葉町,0365,03,65,0.07,0.07
9/18/2022,双葉町,0465,04,65,0.09,0.07
9/18/2022,双葉町,0565,05,65,0.09,0.07
9/18/2022,双葉町,0665,06,65,0.17,0.19
5/29/2022,双葉町,0765,07,65,0.31,0.68
9/18/2022,双葉町,0865,08,65,0.18,0.32
5/29/2022,双葉町,0965,09,65,0.14,0.18
9/16/2022,双葉町,1065,10,65,0.15,0.23
9/16/2022,双葉町,1165,11,65,0.23,0.21
9/16/2022,双葉町,1265,12,65,0.54,0.55
9/16/2022,双葉町,1365,13,65,0.35,0.48
9/18/2022,双葉町,0666,06,66,1.03,1.48
9/18/2022,双葉町,0766,07,66,0.3,0.31
5/29/2022,双葉町,0866,08,66,0.13,0.15
9/16/2022,双葉町,0966,09,66,0.29,0.33
9/16/2022,双葉町,1066,10,66,0.25,0.23
9/16/2022,双葉町,1266,12,66,0.32,0.43
9/16/2022,双葉町,1366,13,66,0.21,0.35
8/11/2022,双葉町,0567,05,67,0.36,0.41
8/11/2022,双葉町,0667,06,67,0.16,0.23
9/18/2022,双葉町,0767,07,67,0.23,0.33
5/29/2022,双葉町,0867,08,67,0.16,0.15
9/16/2022,双葉町,0967,09,67,0.25,0.32
9/22/2022,双葉町,0768,07,68,0.37,0.37
9/22/2022,双葉町,0868,08,68,0.2,0.18
9/22/2022,双葉町,0968,09,68,0.15,0.2
9/22/2022,双葉町,1068,10,68,0.86,0.36
9/15/2022,双葉町,1968,19,68,1.31,1.68
9/22/2022,双葉町,0769,07,69,0.38,0.45
9/22/2022,双葉町,0969,09,69,0.18,0.31
9/22/2022,双葉町,1069,10,69,0.2,0.25
9/15/2022,双葉町,1869,18,69,0.95,1.1
9/22/2022,双葉町,0770,07,70,0.39,0.46
9/22/2022,双葉町,1070,10,70,0.77,1.08
9/15/2022,双葉町,1870,18,70,0.72,0.55
9/22/2022,双葉町,1171,11,71,2.95,2.76
9/15/2022,双葉町,1271,12,71,2.8,4.12
9/15/2022,双葉町,1771,17,71,1.04,1.18
9/15/2022,双葉町,1871,18,71,0.61,0.73
9/16/2022,双葉町,1372,13,72,1.73,2.95
9/15/2022,双葉町,1472,14,72,1.4,1.59
9/15/2022,双葉町,1572,15,72,1.05,0.96
9/15/2022,双葉町,1672,16,72,1.14,0.93
9/15/2022,双葉町,1772,17,72,0.84,0.98
9/15/2022,双葉町,1872,18,72,0.84,0.87
9/15/2022,双葉町,1773,17,73,0.51,0.88
